UID          PID    PPID  C STIME TTY          TIME CMD
aastik      3907    3792  2 23:07 ?        00:00:43 /opt/brave.com/brave/brave --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=3795 --enable-crash-reporter=cdc3e6be-d9c3-41fd-8774-e2e447db0d23, --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,14596992433312263417,2098644147591533194,524288 --field-trial-handle=3,i,13685708463087730070,18273792072575631349,262144 --variations-seed-version=main@c5eff80db0bd71a4fbed0555a903ff4d62ca075e
aastik      3925    3817  0 23:07 ?        00:00:00 /opt/brave.com/brave/brave --type=utility --utility-sub-type=storage.mojom.StorageService --lang=en-US --service-sandbox-type=utility --crashpad-handler-pid=3795 --enable-crash-reporter=cdc3e6be-d9c3-41fd-8774-e2e447db0d23, --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,15270888361338776871,14803089490021310210,524288 --field-trial-handle=3,i,13685708463087730070,18273792072575631349,262144 --variations-seed-version=main@c5eff80db0bd71a4fbed0555a903ff4d62ca075e
aastik      3933    3792  0 23:07 ?        00:00:00 /opt/brave.com/brave/brave --type=utility --utility-sub-type=brave_rewards.mojom.RewardsEngineFactory --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=3795 --enable-crash-reporter=cdc3e6be-d9c3-41fd-8774-e2e447db0d23, --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,8264956041644241992,11886070527198629002,524288 --field-trial-handle=3,i,13685708463087730070,18273792072575631349,262144 --variations-seed-version=main@c5eff80db0bd71a4fbed0555a903ff4d62ca075e
aastik      4097    3817  0 23:07 ?        00:00:17 /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=3795 --enable-crash-reporter=cdc3e6be-d9c3-41fd-8774-e2e447db0d23, --extension-process --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=11 --time-ticks-at-unix-epoch=-1788543363828025 --launch-time-ticks=101519968 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,12214417976476833310,1157337610640251066,2097152 --field-trial-handle=3,i,13685708463087730070,18273792072575631349,262144 --variations-seed-version=main@c5eff80db0bd71a4fbed0555a903ff4d62ca075e
aastik      4217    3817  0 23:07 ?        00:00:00 /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=3795 --enable-crash-reporter=cdc3e6be-d9c3-41fd-8774-e2e447db0d23, --extension-process --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=35 --time-ticks-at-unix-epoch=-1788543363828025 --launch-time-ticks=106225714 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,12116152276406372783,11149493126650309500,2097152 --field-trial-handle=3,i,13685708463087730070,18273792072575631349,262144 --variations-seed-version=main@c5eff80db0bd71a4fbed0555a903ff4d62ca075e
aastik      4228    3817  0 23:07 ?        00:00:12 /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=3795 --enable-crash-reporter=cdc3e6be-d9c3-41fd-8774-e2e447db0d23, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=32 --time-ticks-at-unix-epoch=-1788543363828025 --launch-time-ticks=106260343 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,14061488031298790485,11452484414956095341,2097152 --field-trial-handle=3,i,13685708463087730070,18273792072575631349,262144 --variations-seed-version=main@c5eff80db0bd71a4fbed0555a903ff4d62ca075e
aastik      4234    3817  0 23:07 ?        00:00:11 /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=3795 --enable-crash-reporter=cdc3e6be-d9c3-41fd-8774-e2e447db0d23, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=21 --time-ticks-at-unix-epoch=-1788543363828025 --launch-time-ticks=106265222 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,13653167872236935408,3468785754333577085,2097152 --field-trial-handle=3,i,13685708463087730070,18273792072575631349,262144 --variations-seed-version=main@c5eff80db0bd71a4fbed0555a903ff4d62ca075e
aastik      4265    3817  0 23:07 ?        00:00:12 /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=3795 --enable-crash-reporter=cdc3e6be-d9c3-41fd-8774-e2e447db0d23, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=37 --time-ticks-at-unix-epoch=-1788543363828025 --launch-time-ticks=106329210 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,10633786421016672381,1134318603569208506,2097152 --field-trial-handle=3,i,13685708463087730070,18273792072575631349,262144 --variations-seed-version=main@c5eff80db0bd71a4fbed0555a903ff4d62ca075e
aastik      4304    3817  3 23:07 ?        00:00:58 /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=3795 --enable-crash-reporter=cdc3e6be-d9c3-41fd-8774-e2e447db0d23, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=38 --time-ticks-at-unix-epoch=-1788543363828025 --launch-time-ticks=107219029 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,11253980444370895419,1037395283400704004,2097152 --field-trial-handle=3,i,13685708463087730070,18273792072575631349,262144 --variations-seed-version=main@c5eff80db0bd71a4fbed0555a903ff4d62ca075e
aastik      4373    3792  0 23:07 ?        00:00:00 /opt/brave.com/brave/brave --type=utility --utility-sub-type=audio.mojom.AudioService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=3795 --enable-crash-reporter=cdc3e6be-d9c3-41fd-8774-e2e447db0d23, --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,9666562333605246028,6835010803860420061,524288 --field-trial-handle=3,i,13685708463087730070,18273792072575631349,262144 --variations-seed-version=main@c5eff80db0bd71a4fbed0555a903ff4d62ca075e
aastik      4407    3817  0 23:07 ?        00:00:00 /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=3795 --enable-crash-reporter=cdc3e6be-d9c3-41fd-8774-e2e447db0d23, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=46 --time-ticks-at-unix-epoch=-1788543363828025 --launch-time-ticks=110469034 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,9651871030184927197,6464331407512021902,2097152 --field-trial-handle=3,i,13685708463087730070,18273792072575631349,262144 --variations-seed-version=main@c5eff80db0bd71a4fbed0555a903ff4d62ca075e
aastik      4435    3817  0 23:07 ?        00:00:09 /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=3795 --enable-crash-reporter=cdc3e6be-d9c3-41fd-8774-e2e447db0d23, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=48 --time-ticks-at-unix-epoch=-1788543363828025 --launch-time-ticks=112145915 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,4626910106168874715,14122884299926316119,2097152 --field-trial-handle=3,i,13685708463087730070,18273792072575631349,262144 --variations-seed-version=main@c5eff80db0bd71a4fbed0555a903ff4d62ca075e
aastik      4444    3817  0 23:07 ?        00:00:01 /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=3795 --enable-crash-reporter=cdc3e6be-d9c3-41fd-8774-e2e447db0d23, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=28 --time-ticks-at-unix-epoch=-1788543363828025 --launch-time-ticks=112220318 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,17869212778655994112,10644496711550546562,2097152 --field-trial-handle=3,i,13685708463087730070,18273792072575631349,262144 --variations-seed-version=main@c5eff80db0bd71a4fbed0555a903ff4d62ca075e
aastik      4520    3817  0 23:07 ?        00:00:00 /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=3795 --enable-crash-reporter=cdc3e6be-d9c3-41fd-8774-e2e447db0d23, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=34 --time-ticks-at-unix-epoch=-1788543363828025 --launch-time-ticks=115221707 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,7603009187032782394,1926287322325612762,2097152 --field-trial-handle=3,i,13685708463087730070,18273792072575631349,262144 --variations-seed-version=main@c5eff80db0bd71a4fbed0555a903ff4d62ca075e
aastik      4552    3817  0 23:07 ?        00:00:00 /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=3795 --enable-crash-reporter=cdc3e6be-d9c3-41fd-8774-e2e447db0d23, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=33 --time-ticks-at-unix-epoch=-1788543363828025 --launch-time-ticks=115530978 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,2707063287424738356,17122957505664251472,2097152 --field-trial-handle=3,i,13685708463087730070,18273792072575631349,262144 --variations-seed-version=main@c5eff80db0bd71a4fbed0555a903ff4d62ca075e
aastik      4574    3817  0 23:07 ?        00:00:03 /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=3795 --enable-crash-reporter=cdc3e6be-d9c3-41fd-8774-e2e447db0d23, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=31 --time-ticks-at-unix-epoch=-1788543363828025 --launch-time-ticks=116270049 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,1707907003241542739,7666008399575462455,2097152 --field-trial-handle=3,i,13685708463087730070,18273792072575631349,262144 --variations-seed-version=main@c5eff80db0bd71a4fbed0555a903ff4d62ca075e
aastik      4604    3023  0 23:07 ?        00:00:00 /usr/libexec/gvfsd-network --spawner :1.24 /org/gtk/gvfs/exec_spaw/1
aastik      4612    3023  0 23:07 ?        00:00:00 /usr/libexec/gvfsd-dnssd --spawner :1.24 /org/gtk/gvfs/exec_spaw/2
aastik      4681    3817  0 23:08 ?        00:00:00 /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=3795 --enable-crash-reporter=cdc3e6be-d9c3-41fd-8774-e2e447db0d23, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=18 --time-ticks-at-unix-epoch=-1788543363828025 --launch-time-ticks=117780048 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,11444202369748514615,4607558798508844181,2097152 --field-trial-handle=3,i,13685708463087730070,18273792072575631349,262144 --variations-seed-version=main@c5eff80db0bd71a4fbed0555a903ff4d62ca075e
aastik      4693    3817  0 23:08 ?        00:00:04 /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=3795 --enable-crash-reporter=cdc3e6be-d9c3-41fd-8774-e2e447db0d23, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=29 --time-ticks-at-unix-epoch=-1788543363828025 --launch-time-ticks=118002219 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,2754949300254767836,1498956124854577295,2097152 --field-trial-handle=3,i,13685708463087730070,18273792072575631349,262144 --variations-seed-version=main@c5eff80db0bd71a4fbed0555a903ff4d62ca075e
aastik      4746    3817  0 23:08 ?        00:00:01 /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=3795 --enable-crash-reporter=cdc3e6be-d9c3-41fd-8774-e2e447db0d23, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=19 --time-ticks-at-unix-epoch=-1788543363828025 --launch-time-ticks=119529301 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,14777123332169780890,7184809732803174282,2097152 --field-trial-handle=3,i,13685708463087730070,18273792072575631349,262144 --variations-seed-version=main@c5eff80db0bd71a4fbed0555a903ff4d62ca075e
aastik      4755    3817  0 23:08 ?        00:00:00 /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=3795 --enable-crash-reporter=cdc3e6be-d9c3-41fd-8774-e2e447db0d23, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=20 --time-ticks-at-unix-epoch=-1788543363828025 --launch-time-ticks=119858536 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,15271399435445548860,7781455160761446337,2097152 --field-trial-handle=3,i,13685708463087730070,18273792072575631349,262144 --variations-seed-version=main@c5eff80db0bd71a4fbed0555a903ff4d62ca075e
aastik      4764    3817  7 23:08 ?        00:02:28 /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=3795 --enable-crash-reporter=cdc3e6be-d9c3-41fd-8774-e2e447db0d23, --extension-process --init-isolate-as-foreground --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=50 --time-ticks-at-unix-epoch=-1788543363828025 --launch-time-ticks=119894044 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,2522940814739470482,1923710379334518291,2097152 --field-trial-handle=3,i,13685708463087730070,18273792072575631349,262144 --variations-seed-version=main@c5eff80db0bd71a4fbed0555a903ff4d62ca075e
aastik      4777    3817  0 23:08 ?        00:00:00 /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=3795 --enable-crash-reporter=cdc3e6be-d9c3-41fd-8774-e2e447db0d23, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --pdf-renderer --ozone-platform=x11 --lang=en-US --js-flags=--jitless --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=51 --time-ticks-at-unix-epoch=-1788543363828025 --launch-time-ticks=120022833 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,1924256321994691911,17983398359372000062,2097152 --field-trial-handle=3,i,13685708463087730070,18273792072575631349,262144 --variations-seed-version=main@c5eff80db0bd71a4fbed0555a903ff4d62ca075e
aastik      4798    3817  0 23:08 ?        00:00:03 /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=3795 --enable-crash-reporter=cdc3e6be-d9c3-41fd-8774-e2e447db0d23, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=22 --time-ticks-at-unix-epoch=-1788543363828025 --launch-time-ticks=121907036 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,1958816142391503917,6847457380589242852,2097152 --field-trial-handle=3,i,13685708463087730070,18273792072575631349,262144 --variations-seed-version=main@c5eff80db0bd71a4fbed0555a903ff4d62ca075e
aastik      4807    3817  0 23:08 ?        00:00:04 /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=3795 --enable-crash-reporter=cdc3e6be-d9c3-41fd-8774-e2e447db0d23, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=23 --time-ticks-at-unix-epoch=-1788543363828025 --launch-time-ticks=122001259 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,8597983417687546734,9662550172790244493,2097152 --field-trial-handle=3,i,13685708463087730070,18273792072575631349,262144 --variations-seed-version=main@c5eff80db0bd71a4fbed0555a903ff4d62ca075e
aastik      4816    3817  2 23:08 ?        00:00:49 /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=3795 --enable-crash-reporter=cdc3e6be-d9c3-41fd-8774-e2e447db0d23, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=24 --time-ticks-at-unix-epoch=-1788543363828025 --launch-time-ticks=122661276 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,8185926335081029056,1770142985593553849,2097152 --field-trial-handle=3,i,13685708463087730070,18273792072575631349,262144 --variations-seed-version=main@c5eff80db0bd71a4fbed0555a903ff4d62ca075e
aastik      4855    3817  0 23:08 ?        00:00:02 /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=3795 --enable-crash-reporter=cdc3e6be-d9c3-41fd-8774-e2e447db0d23, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=27 --time-ticks-at-unix-epoch=-1788543363828025 --launch-time-ticks=125187759 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,6370324951334320785,9312688553958803978,2097152 --field-trial-handle=3,i,13685708463087730070,18273792072575631349,262144 --variations-seed-version=main@c5eff80db0bd71a4fbed0555a903ff4d62ca075e
aastik      4875    3817  0 23:08 ?        00:00:10 /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=3795 --enable-crash-reporter=cdc3e6be-d9c3-41fd-8774-e2e447db0d23, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=25 --time-ticks-at-unix-epoch=-1788543363828025 --launch-time-ticks=125952089 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,6716596142849548774,11403404518381119678,2097152 --field-trial-handle=3,i,13685708463087730070,18273792072575631349,262144 --variations-seed-version=main@c5eff80db0bd71a4fbed0555a903ff4d62ca075e
aastik      4884    3817  0 23:08 ?        00:00:01 /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=3795 --enable-crash-reporter=cdc3e6be-d9c3-41fd-8774-e2e447db0d23, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=52 --time-ticks-at-unix-epoch=-1788543363828025 --launch-time-ticks=126004308 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,15240878309337786949,7696408044165653350,2097152 --field-trial-handle=3,i,13685708463087730070,18273792072575631349,262144 --variations-seed-version=main@c5eff80db0bd71a4fbed0555a903ff4d62ca075e
aastik      4893    3817  0 23:08 ?        00:00:01 /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=3795 --enable-crash-reporter=cdc3e6be-d9c3-41fd-8774-e2e447db0d23, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=7 --time-ticks-at-unix-epoch=-1788543363828025 --launch-time-ticks=126116297 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,13563527795739366778,5976099557644752325,2097152 --field-trial-handle=3,i,13685708463087730070,18273792072575631349,262144 --variations-seed-version=main@c5eff80db0bd71a4fbed0555a903ff4d62ca075e
aastik      4930    3817  0 23:08 ?        00:00:01 /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=3795 --enable-crash-reporter=cdc3e6be-d9c3-41fd-8774-e2e447db0d23, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=53 --time-ticks-at-unix-epoch=-1788543363828025 --launch-time-ticks=131977899 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,15828378834557833979,3328024178109949108,2097152 --field-trial-handle=3,i,13685708463087730070,18273792072575631349,262144 --variations-seed-version=main@c5eff80db0bd71a4fbed0555a903ff4d62ca075e
aastik      5023    3035  0 23:08 ?        00:00:00 /usr/bin/update-notifier
root        5592       2  0 23:11 ?        00:00:00 [kworker/9:2-cgroup_free]
aastik      5831    3817  3 23:13 ?        00:00:59 /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=3795 --enable-crash-reporter=cdc3e6be-d9c3-41fd-8774-e2e447db0d23, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=74 --time-ticks-at-unix-epoch=-1788543363828025 --launch-time-ticks=420009412 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,18179505917806086207,9802012793332838402,2097152 --field-trial-handle=3,i,13685708463087730070,18273792072575631349,262144 --variations-seed-version=main@c5eff80db0bd71a4fbed0555a903ff4d62ca075e
root        6171       2  0 23:13 ?        00:00:00 [psimon]
root        6344       2  0 23:15 ?        00:00:00 [kworker/u49:9-ttm]
root        6708       2  0 23:20 ?        00:00:00 [kworker/0:0-events_freezable]
root        6978       2  0 23:24 ?        00:00:00 [kworker/11:0-cgroup_free]
root        7013       2  0 23:24 ?        00:00:00 [kworker/8:0-events]
aastik      7015    2796  0 23:24 ?        00:00:05 /usr/bin/nautilus --gapplication-service
aastik      7019    2796  0 23:24 ?        00:00:00 /usr/bin/gnome-calendar --gapplication-service
aastik      7200    3023  0 23:24 ?        00:00:00 /usr/libexec/gvfsd-recent --spawner :1.24 /org/gtk/gvfs/exec_spaw/41
root        7236       2  0 23:25 ?        00:00:00 [kworker/u49:6-ttm]
root        7237       2  0 23:25 ?        00:00:00 [kworker/u49:10-ttm]
root        7238       2  0 23:25 ?        00:00:00 [kworker/u49:11-ttm]
aastik      7389    2796  1 23:25 ?        00:00:12 /snap/code/261/usr/share/code/code --no-sandbox --force-user-env --ozone-platform=x11 /home/aastik/Code/devops
aastik      7391    7389  0 23:25 ?        00:00:00 /snap/code/261/usr/share/code/code --type=zygote --no-zygote-sandbox --no-sandbox
